# x0 = -1.5 h_anim = 0.05
py0 py1 py2 py3 py4 py5 py6 py7 py8 py9 py10 py11 py12 py13 py14 py15 py16 py17 py18 py19 py20 py21 py22 py23 py24 py25 py26 py27 py28 py29 py30 py31 py32 py33 py34 py35 py36 py37 py38 py39 py40 py41 py42 py43 py44 py45 py46 py47 py48 py49 y x
-0.372314 -0.37023 -0.368336 -0.366686 -0.365354 -0.364426 -0.364014 -0.364257 -0.365329 -0.367454 -0.370916 -0.376081 -0.383422 -0.393556 -0.407295 -0.425712 -0.450246 -0.482832 -0.526104 -0.583667 -0.660482 -0.763383 -0.90171 -0.846667 -0.5 -0.133333 0.00682276 -0.0358628 -0.0829434 -0.134758 -0.191667 -0.254057 -0.322342 -0.39696 -0.478383 -0.567111 -0.569297 -0.132786 0.223807 0.514956 0.753815 0.951246 1.11585 1.25431 1.37181 1.47238 1.55913 1.63453 1.70052 1.75864 -0.364005 -1.19167 
-0.371413 -0.369268 -0.367305 -0.365581 -0.364165 -0.363144 -0.362628 -0.362752 -0.363692 -0.365665 -0.368955 -0.373922 -0.381034 -0.390902 -0.404329 -0.422379 -0.446475 -0.478537 -0.521173 -0.577959 -0.653815 -0.755522 -0.892347 -0.823333 -0.48 -0.116667 0.0136455 -0.0286903 -0.0754031 -0.126831 -0.183333 -0.245297 -0.313132 -0.387278 -0.468204 -0.556411 -0.555636 -0.121525 0.233171 0.522817 0.760482 0.956954 1.12078 1.25861 1.37559 1.47571 1.5621 1.63719 1.70291 1.7608 -0.36259 -1.18333 
-0.370513 -0.368306 -0.366275 -0.364476 -0.362976 -0.361862 -0.361241 -0.361248 -0.362054 -0.363877 -0.366994 -0.371763 -0.378646 -0.388248 -0.401363 -0.419046 -0.442705 -0.474241 -0.516242 -0.572251 -0.647149 -0.74766 -0.882984 -0.8 -0.46 -0.1 0.0204683 -0.0215177 -0.0678628 -0.118904 -0.175 -0.236536 -0.303922 -0.377596 -0.458026 -0.545711 -0.541975 -0.110264 0.242534 0.530679 0.767149 0.962662 1.12571 1.2629 1.37936 1.47905 1.56506 1.63984 1.70529 1.76295 -0.361156 -1.175 
-0.369612 -0.367344 -0.365245 -0.363371 -0.361788 -0.36058 -0.359855 -0.359744 -0.360417 -0.362089 -0.365033 -0.369604 -0.376258 -0.385594 -0.398398 -0.415712 -0.438934 -0.469946 -0.511311 -0.566543 -0.640482 -0.739798 -0.87362 -0.776667 -0.44 -0.0833333 0.027291 -0.0143451 -0.0603225 -0.110977 -0.166667 -0.227775 -0.294712 -0.367914 -0.447848 -0.535011 -0.528314 -0.0990027 0.251897 0.538541 0.773815 0.96837 1.13064 1.2672 1.38313 1.48238 1.56803 1.64249 1.70768 1.76511 -0.359703 -1.16667 
-0.368711 -0.366381 -0.364215 -0.362266 -0.360599 -0.359298 -0.358468 -0.35824 -0.35878 -0.360301 -0.363073 -0.367445 -0.37387 -0.38294 -0.395432 -0.412379 -0.435163 -0.46565 -0.50638 -0.560836 -0.633815 -0.731937 -0.864257 -0.753333 -0.42 -0.0666667 0.0341138 -0.00717257 -0.0527822 -0.10305 -0.158333 -0.219015 -0.285502 -0.358232 -0.437669 -0.52431 -0.514652 -0.0877414 0.261261 0.546402 0.780482 0.974078 1.13557 1.27149 1.3869 1.48571 1.571 1.64515 1.71007 1.76727 -0.35823 -1.15833 
-0.36781 -0.365419 -0.363185 -0.36116 -0.35941 -0.358016 -0.357081 -0.356736 -0.357143 -0.358512 -0.361112 -0.365286 -0.371483 -0.380286 -0.392467 -0.409046 -0.431392 -0.461354 -0.501449 -0.555128 -0.627149 -0.724075 -0.854894 -0.73 -0.4 -0.05 0.0409365 -1.77636e-15 -0.0452419 -0.0951229 -0.15 -0.210254 -0.276293 -0.34855 -0.427491 -0.51361 -0.500991 -0.0764802 0.270624 0.554264 0.787149 0.979785 1.1405 1.27579 1.39067 1.48905 1.57396 1.6478 1.71246 1.76943 -0.356736 -1.15 
-0.366909 -0.364457 -0.362155 -0.360055 -0.358221 -0.356734 -0.355695 -0.355231 -0.355506 -0.356724 -0.359151 -0.363127 -0.369095 -0.377632 -0.389501 -0.405712 -0.427622 -0.457059 -0.496518 -0.54942 -0.620482 -0.716214 -0.84553 -0.706667 -0.38 -0.0333333 0.0477593 0.00717257 -0.0377016 -0.087196 -0.141667 -0.201494 -0.267083 -0.338868 -0.417313 -0.50291 -0.48733 -0.0652189 0.279987 0.562125 0.793815 0.985493 1.14543 1.28008 1.39444 1.49238 1.57693 1.65046 1.71484 1.77159 -0.355221 -1.14167 
-0.366008 -0.363495 -0.361125 -0.35895 -0.357032 -0.355452 -0.354308 -0.353727 -0.353869 -0.354936 -0.35719 -0.360968 -0.366707 -0.374978 -0.386535 -0.402379 -0.423851 -0.452763 -0.491587 -0.543712 -0.613815 -0.708352 -0.836167 -0.683333 -0.36 -0.0166667 0.0545821 0.0143451 -0.0301612 -0.0792691 -0.133333 -0.192733 -0.257873 -0.329186 -0.407134 -0.49221 -0.473669 -0.0539577 0.289351 0.569987 0.800482 0.991201 1.15036 1.28438 1.39821 1.49571 1.57989 1.65311 1.71723 1.77375 -0.353685 -1.13333 
-0.365107 -0.362532 -0.360095 -0.357845 -0.355844 -0.35417 -0.352922 -0.352223 -0.352231 -0.353148 -0.355229 -0.358809 -0.364319 -0.372325 -0.38357 -0.399046 -0.42008 -0.448468 -0.486656 -0.538004 -0.607149 -0.70049 -0.826804 -0.66 -0.34 3.10862e-15 0.0614048 0.0215177 -0.0226209 -0.0713422 -0.125 -0.183972 -0.248663 -0.319504 -0.396956 -0.48151 -0.460008 -0.0426964 0.298714 0.577849 0.807149 0.996909 1.1553 1.28867 1.40198 1.49905 1.58286 1.65576 1.71962 1.77591 -0.352127 -1.125 
-0.364206 -0.36157 -0.359065 -0.356739 -0.354655 -0.352888 -0.351535 -0.350719 -0.350594 -0.351359 -0.353269 -0.356651 -0.361932 -0.369671 -0.380604 -0.395712 -0.416309 -0.444172 -0.481725 -0.532297 -0.600482 -0.692629 -0.81744 -0.636667 -0.32 0.0166667 0.0682276 0.0286903 -0.0150806 -0.0634153 -0.116667 -0.175212 -0.239454 -0.309822 -0.386778 -0.470809 -0.446346 -0.0314351 0.308077 0.58571 0.813815 1.00262 1.16023 1.29297 1.40575 1.50238 1.58582 1.65842 1.72201 1.77807 -0.350548 -1.11667 
-0.363305 -0.360608 -0.358035 -0.355634 -0.353466 -0.351606 -0.350149 -0.349215 -0.348957 -0.349571 -0.351308 -0.354492 -0.359544 -0.367017 -0.377639 -0.392379 -0.412539 -0.439877 -0.476794 -0.526589 -0.593815 -0.684767 -0.808077 -0.613333 -0.3 0.0333333 0.0750503 0.0358628 -0.00754031 -0.0554884 -0.108333 -0.166451 -0.230244 -0.300141 -0.376599 -0.460109 -0.432685 -0.0201739 0.31744 0.593572 0.820482 1.00832 1.16516 1.29727 1.40952 1.50571 1.58879 1.66107 1.7244 1.78023 -0.348945 -1.10833 
-0.362404 -0.359645 -0.357005 -0.354529 -0.352277 -0.350324 -0.348762 -0.34771 -0.34732 -0.347783 -0.349347 -0.352333 -0.357156 -0.364363 -0.374673 -0.389046 -0.408768 -0.435581 -0.471863 -0.520881 -0.587149 -0.676905 -0.798714 -0.59 -0.28 0.05 0.0818731 0.0430354 -2.22045e-15 -0.0475615 -0.1 -0.157691 -0.221034 -0.290459 -0.366421 -0.449409 -0.419024 -0.00891262 0.326804 0.601434 0.827149 1.01403 1.17009 1.30156 1.41329 1.50905 1.59175 1.66373 1.72678 1.78238 -0.34732 -1.1 
-0.361504 -0.358683 -0.355975 -0.353424 -0.351089 -0.349042 -0.347375 -0.346206 -0.345683 -0.345994 -0.347386 -0.350174 -0.354768 -0.361709 -0.371707 -0.385712 -0.404997 -0.431286 -0.466932 -0.515173 -0.580482 -0.669044 -0.789351 -0.566667 -0.26 0.0666667 0.0886958 0.050208 0.00754031 -0.0396346 -0.0916667 -0.14893 -0.211824 -0.280777 -0.356242 -0.438709 -0.405363 0.00234864 0.336167 0.609295 0.833815 1.01974 1.17502 1.30586 1.41706 1.51238 1.59472 1.66638 1.72917 1.78454 -0.345671 -1.09167 
-0.360603 -0.357721 -0.354944 -0.352319 -0.3499 -0.34776 -0.345989 -0.344702 -0.344045 -0.344206 -0.345426 -0.348015 -0.352381 -0.359055 -0.368742 -0.382379 -0.401226 -0.42699 -0.462001 -0.509466 -0.573815 -0.661182 -0.779987 -0.543333 -0.24 0.0833333 0.0955186 0.0573805 0.0150806 -0.0317076 -0.0833333 -0.140169 -0.202615 -0.271095 -0.346064 -0.428008 -0.391702 0.0136099 0.34553 0.617157 0.840482 1.02545 1.17995 1.31015 1.42083 1.51571 1.59769 1.66903 1.73156 1.7867 -0.343997 -1.08333 
-0.359702 -0.356759 -0.353914 -0.351213 -0.348711 -0.346478 -0.344602 -0.343198 -0.342408 -0.342418 -0.343465 -0.345856 -0.349993 -0.356401 -0.365776 -0.379046 -0.397456 -0.422695 -0.45707 -0.503758 -0.567149 -0.65332 -0.770624 -0.52 -0.22 0.1 0.102341 0.0645531 0.0226209 -0.0237807 -0.075 -0.131409 -0.193405 -0.261413 -0.335886 -0.417308 -0.37804 0.0248712 0.354894 0.625019 0.847149 1.03116 1.18488 1.31445 1.4246 1.51905 1.60065 1.67169 1.73395 1.78886 -0.3423 -1.075 
-0.358801 -0.355796 -0.352884 -0.350108 -0.347522 -0.345196 -0.343216 -0.341694 -0.340771 -0.34063 -0.341504 -0.343697 -0.347605 -0.353747 -0.362811 -0.375712 -0.393685 -0.418399 -0.452139 -0.49805 -0.560482 -0.645459 -0.761261 -0.496667 -0.2 0.116667 0.109164 0.0717257 0.0301612 -0.0158538 -0.0666667 -0.122648 -0.184195 -0.251731 -0.325707 -0.406608 -0.364379 0.0361324 0.364257 0.63288 0.853815 1.03686 1.18981 1.31874 1.42838 1.52238 1.60362 1.67434 1.73633 1.79102 -0.340577 -1.06667 
-0.3579 -0.354834 -0.351854 -0.349003 -0.346333 -0.343914 -0.341829 -0.340189 -0.339134 -0.338841 -0.339543 -0.341538 -0.345217 -0.351093 -0.359845 -0.372379 -0.389914 -0.414104 -0.447208 -0.492342 -0.553815 -0.637597 -0.746667 -0.473333 -0.18 0.133333 0.115987 0.0788982 0.0377016 -0.00792691 -0.0583333 -0.113888 -0.174985 -0.242049 -0.315529 -0.395908 -0.350718 0.0473937 0.37362 0.640742 0.860482 1.04257 1.19474 1.32304 1.43215 1.52571 1.60658 1.677 1.73872 1.79318 -0.338828 -1.05833 
-0.356999 -0.353872 -0.350824 -0.347898 -0.345145 -0.342632 -0.340443 -0.338685 -0.337497 -0.337053 -0.337582 -0.339379 -0.342829 -0.348439 -0.356879 -0.369046 -0.386143 -0.409808 -0.442277 -0.486635 -0.547149 -0.629736 -0.72 -0.45 -0.16 0.15 0.12281 0.0860708 0.0452419 -1.9984e-15 -0.05 -0.105127 -0.165776 -0.232367 -0.305351 -0.385208 -0.337057 0.0586549 0.382984 0.648603 0.867149 1.04828 1.19967 1.32733 1.43592 1.52905 1.60955 1.67965 1.74111 1.79534 -0.337053 -1.05 
-0.356098 -0.352909 -0.349794 -0.346792 -0.343956 -0.341349 -0.339056 -0.337181 -0.335859 -0.335265 -0.335622 -0.33722 -0.340442 -0.345785 -0.353914 -0.365712 -0.382373 -0.405513 -0.437346 -0.480927 -0.540482 -0.621874 -0.693333 -0.426667 -0.14 0.16225 0.129632 0.0932434 0.0527822 0.00792691 -0.0416667 -0.0963665 -0.156566 -0.222685 -0.295172 -0.374507 -0.323396 0.0699162 0.392347 0.656465 0.873815 1.05399 1.2046 1.33163 1.43969 1.53238 1.61251 1.6823 1.7435 1.7975 -0.335251 -1.04167 
-0.355197 -0.351947 -0.348764 -0.345687 -0.342767 -0.340067 -0.337669 -0.335677 -0.334222 -0.333477 -0.333661 -0.335062 -0.338054 -0.343131 -0.350948 -0.362379 -0.378602 -0.401217 -0.432415 -0.475219 -0.533815 -0.614012 -0.666667 -0.403333 -0.12 0.16874 0.136455 0.100416 0.0603225 0.0158538 -0.0333333 -0.0876059 -0.147356 -0.213003 -0.284994 -0.363807 -0.309734 0.0811775 0.40171 0.664327 0.880482 1.05969 1.20954 1.33592 1.44346 1.53571 1.61548 1.68496 1.74589 1.79966 -0.333422 -1.03333 
-0.354296 -0.350985 -0.347734 -0.344582 -0.341578 -0.338785 -0.336283 -0.334172 -0.332585 -0.331688 -0.3317 -0.332903 -0.335666 -0.340477 -0.347983 -0.359046 -0.374831 -0.396921 -0.427484 -0.469511 -0.527149 -0.606151 -0.64 -0.38 -0.1 0.17523 0.143278 0.107588 0.0678628 0.0237807 -0.025 -0.0788453 -0.138146 -0.203321 -0.274816 -0.353107 -0.296073 0.0924387 0.411073 0.672188 0.887149 1.0654 1.21447 1.34022 1.44723 1.53905 1.61845 1.68761 1.74827 1.80181 -0.331565 -1.025 
-0.353395 -0.350023 -0.346704 -0.343477 -0.34039 -0.337503 -0.334896 -0.332668 -0.330948 -0.3299 -0.329739 -0.330744 -0.333278 -0.337823 -0.345017 -0.355712 -0.37106 -0.392626 -0.422554 -0.463804 -0.520482 -0.598289 -0.613333 -0.356667 -0.08 0.18172 0.150101 0.114761 0.0754031 0.0317076 -0.0166667 -0.0700847 -0.128937 -0.193639 -0.264637 -0.342407 -0.282412 0.1037 0.420437 0.68005 0.893815 1.07111 1.2194 1.34452 1.451 1.54238 1.62141 1.69027 1.75066 1.80397 -0.329679 -1.01667 
-0.352494 -0.34906 -0.345674 -0.342372 -0.339201 -0.336221 -0.33351 -0.331164 -0.329311 -0.328112 -0.327778 -0.328585 -0.330891 -0.33517 -0.342051 -0.352379 -0.36729 -0.38833 -0.417623 -0.458096 -0.513815 -0.590427 -0.586667 -0.333333 -0.06 0.18821 0.156923 0.121934 0.0829434 0.0396346 -0.00833333 -0.0613241 -0.119727 -0.183957 -0.254459 -0.331707 -0.268751 0.114961 0.4298 0.687912 0.900482 1.07682 1.22433 1.34881 1.45477 1.54571 1.62438 1.69292 1.75305 1.80613 -0.327763 -1.00833 
-0.351594 -0.348098 -0.344644 -0.341266 -0.338012 -0.334939 -0.332123 -0.32966 -0.327673 -0.326324 -0.325818 -0.326426 -0.328503 -0.332516 -0.339086 -0.349046 -0.363519 -0.384035 -0.412692 -0.452388 -0.507149 -0.582566 -0.56 -0.31 -0.04 0.1947 0.163746 0.129106 0.0904837 0.0475615 -2.66454e-15 -0.0525636 -0.110517 -0.174275 -0.244281 -0.321006 -0.255089 0.126223 0.439163 0.695773 0.907149 1.08252 1.22926 1.35311 1.45854 1.54905 1.62734 1.69557 1.75544 1.80829 -0.325818 -1 
-0.350693 -0.347136 -0.343614 -0.340161 -0.336823 -0.333657 -0.330736 -0.328156 -0.326036 -0.324535 -0.323857 -0.324267 -0.326115 -0.329862 -0.33612 -0.345712 -0.359748 -0.379739 -0.407761 -0.44668 -0.500482 -0.574704 -0.533333 -0.286667 -0.02 0.20119 0.170569 0.136279 0.0980241 0.0554884 0.00833333 -0.043803 -0.101307 -0.164593 -0.234102 -0.310306 -0.241428 0.137484 0.448527 0.703635 0.913815 1.08823 1.23419 1.3574 1.46231 1.55238 1.63031 1.69823 1.75782 1.81045 -0.323841 -0.991667 
-0.349792 -0.346174 -0.342584 -0.339056 -0.335634 -0.332375 -0.32935 -0.326651 -0.324399 -0.322747 -0.321896 -0.322108 -0.323727 -0.327208 -0.333155 -0.342379 -0.355978 -0.375444 -0.40283 -0.440972 -0.493815 -0.566842 -0.506667 -0.263333 -2.22045e-16 0.20768 0.177392 0.143451 0.105564 0.0634153 0.0166667 -0.0350424 -0.0920976 -0.154911 -0.223924 -0.299606 -0.227767 0.148745 0.45789 0.711497 0.920482 1.09394 1.23912 1.3617 1.46608 1.55571 1.63327 1.70088 1.76021 1.81261 -0.321834 -0.983333 
-0.348891 -0.345211 -0.341553 -0.337951 -0.334446 -0.331093 -0.327963 -0.325147 -0.322762 -0.320959 -0.319935 -0.319949 -0.321339 -0.324554 -0.330189 -0.339046 -0.352207 -0.371148 -0.397899 -0.435265 -0.487149 -0.558981 -0.48 -0.24 0.02 0.21417 0.184214 0.150624 0.113105 0.0713422 0.025 -0.0262818 -0.0828878 -0.145229 -0.213745 -0.288906 -0.214106 0.160006 0.467253 0.719358 0.927149 1.09965 1.24405 1.36599 1.46985 1.55905 1.63624 1.70353 1.7626 1.81477 -0.319794 -0.975 
-0.34799 -0.344249 -0.340523 -0.336846 -0.333257 -0.329811 -0.326577 -0.323643 -0.321125 -0.31917 -0.317975 -0.31779 -0.318952 -0.3219 -0.327223 -0.335712 -0.348436 -0.366853 -0.392968 -0.429557 -0.480482 -0.551119 -0.453333 -0.216667 0.04 0.22066 0.191037 0.157796 0.120645 0.0792691 0.0333333 -0.0175212 -0.0736781 -0.135547 -0.203567 -0.278206 -0.200445 0.171268 0.476616 0.72722 0.933815 1.10536 1.24898 1.37029 1.47362 1.56238 1.6392 1.70619 1.76499 1.81693 -0.317721 -0.966667 
-0.347089 -0.343287 -0.339493 -0.33574 -0.332068 -0.328529 -0.32519 -0.322139 -0.319487 -0.317382 -0.316014 -0.315632 -0.316564 -0.319246 -0.324258 -0.332379 -0.344665 -0.362557 -0.388037 -0.423849 -0.473815 -0.543258 -0.426667 -0.193333 0.06 0.22715 0.19786 0.164969 0.128185 0.087196 0.0416667 -0.00876059 -0.0644683 -0.125865 -0.193389 -0.267505 -0.186783 0.182529 0.48598 0.735081 0.940482 1.11106 1.25391 1.37458 1.4774 1.56571 1.64217 1.70884 1.76738 1.81909 -0.315614 -0.958333 
-0.346188 -0.342324 -0.338463 -0.334635 -0.330879 -0.327247 -0.323804 -0.320635 -0.31785 -0.315594 -0.314053 -0.313473 -0.314176 -0.316592 -0.321292 -0.329046 -0.340895 -0.358262 -0.383106 -0.418141 -0.467149 -0.535396 -0.4 -0.17 0.08 0.23364 0.204683 0.172142 0.135726 0.0951229 0.05 -3.44169e-15 -0.0552585 -0.116183 -0.18321 -0.256805 -0.173122 0.19379 0.495343 0.742943 0.947149 1.11677 1.25885 1.37888 1.48117 1.56905 1.64514 1.7115 1.76976 1.82124 -0.313473 -0.95 
-0.3 -0.341362 -0.337433 -0.33353 -0.329691 -0.325965 -0.322417 -0.31913 -0.316213 -0.313806 -0.312092 -0.311314 -0.311788 -0.313938 -0.318327 -0.325712 -0.337124 -0.353966 -0.378175 -0.412434 -0.460482 -0.527534 -0.373333 -0.146667 0.1 0.24013 0.211505 0.179314 0.143266 0.10305 0.0583333 0.00876059 -0.0460488 -0.106501 -0.173032 -0.246105 -0.159461 0.205051 0.504706 0.750805 0.953815 1.12248 1.26378 1.38318 1.48494 1.57238 1.6481 1.71415 1.77215 1.8234 -0.311296 -0.941667 
-0.2 -0.3404 -0.336403 -0.332425 -0.328502 -0.324683 -0.32103 -0.317626 -0.314576 -0.312017 -0.310131 -0.309155 -0.309401 -0.311284 -0.315361 -0.322379 -0.333353 -0.349671 -0.373244 -0.406726 -0.453815 -0.519673 -0.346667 -0.123333 0.12 0.24662 0.218328 0.186487 0.150806 0.110977 0.0666667 0.0175212 -0.036839 -0.0968195 -0.162854 -0.235405 -0.1458 0.216313 0.51407 0.758666 0.960482 1.12819 1.26871 1.38747 1.48871 1.57571 1.65107 1.7168 1.77454 1.82556 -0.309083 -0.933333 
-0.1 -0.32 -0.335373 -0.331319 -0.327313 -0.323401 -0.319644 -0.316122 -0.312939 -0.310229 -0.308171 -0.306996 -0.307013 -0.30863 -0.312395 -0.319046 -0.329582 -0.345375 -0.368313 -0.401018 -0.447149 -0.511811 -0.32 -0.1 0.14 0.25311 0.225151 0.193659 0.158347 0.118904 0.075 0.0262818 -0.0276293 -0.0871376 -0.152675 -0.224704 -0.132139 0.227574 0.523433 0.766528 0.967149 1.13389 1.27364 1.39177 1.49248 1.57905 1.65403 1.71946 1.77693 1.82772 -0.306833 -0.925 
-2.35367e-14 -0.223333 -0.334343 -0.330214 -0.326124 -0.322119 -0.318257 -0.314618 -0.311301 -0.308441 -0.30621 -0.304837 -0.304625 -0.305976 -0.30943 -0.315712 -0.325812 -0.34108 -0.363382 -0.39531 -0.440482 -0.49 -0.293333 -0.0766667 0.16 0.2596 0.231974 0.200832 0.165887 0.126831 0.0833333 0.0350424 -0.0184195 -0.0774556 -0.142497 -0.214004 -0.118477 0.238835 0.532796 0.77439 0.973815 1.1396 1.27857 1.39606 1.49625 1.58238 1.657 1.72211 1.77931 1.82988 -0.304544 -0.916667 
0.1 -0.126667 -0.333313 -0.329109 -0.324935 -0.320837 -0.316871 -0.313114 -0.309664 -0.306653 -0.304249 -0.302678 -0.302237 -0.303322 -0.306464 -0.312379 -0.322041 -0.336784 -0.358451 -0.389603 -0.433815 -0.46 -0.266667 -0.0533333 0.18 0.26609 0.238796 0.208004 0.173427 0.134758 0.0916667 0.043803 -0.00920976 -0.0677737 -0.132319 -0.203304 -0.104816 0.250096 0.54216 0.782251 0.980482 1.14531 1.2835 1.40036 1.50002 1.58571 1.65996 1.72477 1.7817 1.83204 -0.302217 -0.908333 
0.2 -0.03 -0.24 -0.328004 -0.323747 -0.319555 -0.315484 -0.311609 -0.308027 -0.304864 -0.302288 -0.300519 -0.299849 -0.300668 -0.303499 -0.309046 -0.31827 -0.332488 -0.35352 -0.383895 -0.427149 -0.43 -0.24 -0.03 0.2 0.27258 0.245619 0.215177 0.180967 0.142684 0.1 0.0525636 -3.21965e-15 -0.0580917 -0.12214 -0.192604 -0.0911551 0.261358 0.551523 0.790113 0.987149 1.15102 1.28843 1.40465 1.50379 1.58905 1.66293 1.72742 1.78409 1.8342 -0.299849 -0.9 
0.3 0.0666667 -0.146667 -0.326899 -0.322558 -0.318273 -0.314098 -0.310105 -0.30639 -0.303076 -0.300327 -0.29836 -0.297462 -0.298015 -0.300533 -0.305712 -0.314499 -0.328193 -0.348589 -0.378187 -0.420482 -0.4 -0.213333 -0.00666667 0.22 0.27907 0.252442 0.22235 0.188508 0.150611 0.108333 0.0613241 0.00920976 -0.0484098 -0.111962 -0.181904 -0.0774939 0.272619 0.560886 0.797975 0.993815 1.15673 1.29336 1.40895 1.50756 1.59238 1.66589 1.73007 1.78648 1.83636 -0.297441 -0.891667 
0.360727 0.163333 -0.0533333 -0.25 -0.321369 -0.316991 -0.312711 -0.308601 -0.304753 -0.301288 -0.298367 -0.296201 -0.295074 -0.295361 -0.297567 -0.302379 -0.310729 -0.323897 -0.343658 -0.372479 -0.413815 -0.37 -0.186667 0.0166667 0.24 0.28556 0.259265 0.229522 0.196048 0.158538 0.116667 0.0700847 0.0184195 -0.0387278 -0.101784 -0.171203 -0.0638327 0.28388 0.570249 0.805836 1.00048 1.16243 1.29829 1.41324 1.51133 1.59571 1.66886 1.73273 1.78887 1.83852 -0.29499 -0.883333 
0.362587 0.26 0.04 -0.16 -0.32018 -0.315708 -0.311324 -0.307097 -0.303115 -0.299499 -0.296406 -0.294043 -0.292686 -0.292707 -0.294602 -0.299046 -0.306958 -0.319602 -0.338727 -0.366772 -0.407149 -0.34 -0.16 0.04 0.26 0.29205 0.266087 0.236695 0.203588 0.166465 0.125 0.0788453 0.0276293 -0.0290459 -0.0916052 -0.160503 -0.0501715 0.295141 0.579613 0.813698 1.00715 1.16814 1.30322 1.41754 1.5151 1.59905 1.67183 1.73538 1.79125 1.84067 -0.292497 -0.875 
0.364446 0.356667 0.133333 -0.07 -0.253333 -0.314426 -0.309938 -0.305592 -0.301478 -0.297711 -0.294445 -0.291884 -0.290298 -0.290053 -0.291636 -0.295712 -0.303187 -0.315306 -0.333796 -0.361064 -0.400482 -0.31 -0.133333 0.0633333 0.28 0.29854 0.27291 0.243867 0.211129 0.174392 0.133333 0.0876059 0.036839 -0.0193639 -0.0814269 -0.149803 -0.0365103 0.306403 0.588976 0.821559 1.01382 1.17385 1.30816 1.42184 1.51887 1.60238 1.67479 1.73804 1.79364 1.84283 -0.289959 -0.866667 
0.366305 0.373358 0.226667 0.02 -0.166667 -0.313144 -0.308551 -0.304088 -0.299841 -0.295923 -0.292484 -0.289725 -0.287911 -0.287399 -0.288671 -0.292379 -0.299416 -0.311011 -0.328865 -0.355356 -0.393815 -0.28 -0.106667 0.0866667 0.3 0.30503 0.279733 0.25104 0.218669 0.182319 0.141667 0.0963665 0.0460488 -0.00968195 -0.0712485 -0.139103 -0.0228491 0.317664 0.598339 0.829421 1.02048 1.17956 1.31309 1.42613 1.52264 1.60571 1.67776 1.74069 1.79603 1.84499 -0.287375 -0.858333 
0.368165 0.375312 0.32 0.11 -0.08 -0.25 -0.307165 -0.302584 -0.298204 -0.294135 -0.290524 -0.287566 -0.285523 -0.284745 -0.285705 -0.289046 -0.295646 -0.306715 -0.323934 -0.349648 -0.387149 -0.25 -0.08 0.11 0.32 0.31152 0.286556 0.258212 0.226209 0.190246 0.15 0.105127 0.0552585 -3.77476e-15 -0.0610701 -0.128403 -0.00918785 0.328925 0.607703 0.837283 1.02715 1.18526 1.31802 1.43043 1.52641 1.60905 1.68072 1.74334 1.79842 1.84715 -0.284745 -0.85 
0.370024 0.377267 0.38428 0.2 0.00666667 -0.166667 -0.305778 -0.30108 -0.296567 -0.292346 -0.288563 -0.285407 -0.283135 -0.282091 -0.282739 -0.285712 -0.291875 -0.30242 -0.319003 -0.343941 -0.366667 -0.22 -0.0533333 0.133333 0.339542 0.31801 0.293379 0.265385 0.23375 0.198173 0.158333 0.113888 0.0644683 0.00968195 -0.0508918 -0.117702 0.00447335 0.340186 0.617066 0.845144 1.03382 1.19097 1.32295 1.43472 1.53019 1.61238 1.68369 1.746 1.8008 1.84931 -0.282067 -0.841667 
0.371884 0.379222 0.386335 0.29 0.0933333 -0.0833333 -0.24 -0.299576 -0.294929 -0.290558 -0.286602 -0.283248 -0.280747 -0.279437 -0.279774 -0.282379 -0.288104 -0.298124 -0.314072 -0.338233 -0.333333 -0.19 -0.0266667 0.156667 0.345715 0.3245 0.300201 0.272558 0.24129 0.2061 0.166667 0.122648 0.0736781 0.0193639 -0.0407134 -0.107002 0.0181346 0.351448 0.626429 0.853006 1.04048 1.19668 1.32788 1.43902 1.53396 1.61571 1.68665 1.74865 1.80319 1.85147 -0.27934 -0.833333 
0.373743 0.381177 0.38839 0.38 0.18 -2.4869e-14 -0.16 -0.298071 -0.293292 -0.28877 -0.284641 -0.281089 -0.27836 -0.276783 -0.276808 -0.279046 -0.284333 -0.293829 -0.309141 -0.332525 -0.3 -0.16 -4.94049e-15 0.18 0.351889 0.33099 0.307024 0.27973 0.24883 0.214027 0.175 0.131409 0.0828878 0.0290459 -0.0305351 -0.0963019 0.0317958 0.362709 0.635793 0.860868 1.04715 1.20239 1.33281 1.44331 1.53773 1.61905 1.68962 1.75131 1.80558 1.85363 -0.276562 -0.825 
0.375602 0.383131 0.390445 0.397502 0.266667 0.0833333 -0.08 -0.223333 -0.291655 -0.286982 -0.28268 -0.27893 -0.275972 -0.274129 -0.273843 -0.275712 -0.280563 -0.289533 -0.30421 -0.326817 -0.266667 -0.13 0.0266667 0.203333 0.358062 0.33748 0.313847 0.286903 0.256371 0.221954 0.183333 0.140169 0.0920976 0.0387278 -0.0203567 -0.0856017 0.045457 0.37397 0.645156 0.868729 1.05382 1.2081 1.33774 1.44761 1.5415 1.62238 1.69259 1.75396 1.80797 1.85579 -0.273732 -0.816667 
